,description,industry,level,size,line_code,value
2803,Equity finance received: all amount received,Publishing,2,total,D0900.02,15
2804,Equity finance received: all amount received,Motion picture,2,total,D0900.02,6
2805,Equity finance received: all amount received,Telecommunications,2,total,D0900.02,9
2806,Equity finance received: all amount received,Financial & insurance services,1,total,D0900.02,63
2807,Equity finance received: all amount received,Finance,2,total,D0900.02,21
2808,Equity finance received: all amount received,Insurance,2,total,D0900.02,3
2809,Equity finance received: all amount received,Auxiliary,2,total,D0900.02,45
2810,Equity finance received: all amount received,"Rental, hiring, & real estate services",1,total,D0900.02,81
2811,Equity finance received: all amount received,"Professional, scientific, & technical services",1,total,D0900.02,333
2812,Equity finance received: all amount received,Computer systems design,2,total,D0900.02,99
2813,Equity finance received: all amount received,Other professional scientific,2,total,D0900.02,234
2814,Equity finance received: all amount received,Administrative & support services,1,total,D0900.02,96
2815,Equity finance received: all amount received,Education & training,1,total,D0900.02,90
2816,Equity finance received: all amount received,Health care & social assistance,1,total,D0900.02,213
2817,Equity finance received: all amount received,Arts & recreation services,1,total,D0900.02,57
2818,Equity finance received: all amount received,Other services,1,total,D0900.02,216
2819,Equity finance received: all amount received,total,0,total,D0900.02,4299
2820,Equity finance received: some amount received,total,0,619 employees,D0900.03,621
2821,Equity finance received: some amount received,total,0,2049 employees,D0900.03,153
2822,Equity finance received: some amount received,total,0,5099 employees,D0900.03,21
2823,Equity finance received: some amount received,total,0,100+ employees,D0900.03,24
2824,Equity finance received: some amount received,"Agriculture, forestry, & fishing",1,total,D0900.03,60
2825,Equity finance received: some amount received,Agriculture,2,total,D0900.03,27
2826,Equity finance received: some amount received,Commercial fishing,2,total,D0900.03,0
2827,Equity finance received: some amount received,Forestry & logging,2,total,D0900.03,3
2828,Equity finance received: some amount received,"Agriculture, forestry, & fishing support services",2,total,D0900.03,27
2829,Equity finance received: some amount received,Mining,1,total,D0900.03,3
2830,Equity finance received: some amount received,Manufacturing,1,total,D0900.03,51
2831,Equity finance received: some amount received,"Food, beverage, & tobacco",2,total,D0900.03,9
2832,Equity finance received: some amount received,"Textile, clothing, footwear, & leather",2,total,D0900.03,6
2833,Equity finance received: some amount received,Wood & paper product,2,total,D0900.03,9
2834,Equity finance received: some amount received,"Printing, publishing, & recorded media",2,total,D0900.03,6
2835,Equity finance received: some amount received,"Petroleum, coal, chemical, & associated product",2,total,D0900.03,3
2836,Equity finance received: some amount received,Non-metallic mineral product,2,total,D0900.03,3
2837,Equity finance received: some amount received,Metal product,2,total,D0900.03,12
2838,Equity finance received: some amount received,Transport and industrial machinery & equipment,2,total,D0900.03,0
2839,Equity finance received: some amount received,Other machinery & equipment,2,total,D0900.03,6
2840,Equity finance received: some amount received,Other manufacturing,2,total,D0900.03,0
2841,Equity finance received: some amount received,"Electricity, gas, water, & waste services",1,total,D0900.03,3
2842,Equity finance received: some amount received,Construction,1,total,D0900.03,120
2843,Equity finance received: some amount received,Wholesale trade,1,total,D0900.03,57
2844,Equity finance received: some amount received,Machinery & equipment wholesaling,2,total,D0900.03,0
2845,Equity finance received: some amount received,Other wholesale trade,2,total,D0900.03,54
2846,Equity finance received: some amount received,Retail trade,1,total,D0900.03,57
2847,Equity finance received: some amount received,Accommodation & food services,1,total,D0900.03,165
2848,Equity finance received: some amount received,"Transport, postal, & warehousing",1,total,D0900.03,72
2849,Equity finance received: some amount received,Information media & telecommunications,1,total,D0900.03,6
2850,Equity finance received: some amount received,Publishing,2,total,D0900.03,0
2851,Equity finance received: some amount received,Motion picture,2,total,D0900.03,0
2852,Equity finance received: some amount received,Telecommunications,2,total,D0900.03,3
2853,Equity finance received: some amount received,Financial & insurance services,1,total,D0900.03,12
2854,Equity finance received: some amount received,Finance,2,total,D0900.03,3
2855,Equity finance received: some amount received,Insurance,2,total,D0900.03,0
2856,Equity finance received: some amount received,Auxiliary,2,total,D0900.03,9
2857,Equity finance received: some amount received,"Rental, hiring, & real estate services",1,total,D0900.03,0
2858,Equity finance received: some amount received,"Professional, scientific, & technical services",1,total,D0900.03,120
2859,Equity finance received: some amount received,Computer systems design,2,total,D0900.03,24
2860,Equity finance received: some amount received,Other professional scientific,2,total,D0900.03,102
2861,Equity finance received: some amount received,Administrative & support services,1,total,D0900.03,21
2862,Equity finance received: some amount received,Education & training,1,total,D0900.03,18
2863,Equity finance received: some amount received,Health care & social assistance,1,total,D0900.03,30
2864,Equity finance received: some amount received,Arts & recreation services,1,total,D0900.03,0
2865,Equity finance received: some amount received,Other services,1,total,D0900.03,15
2866,Equity finance received: some amount received,total,0,total,D0900.03,816
2867,Equity finance received: none received,total,0,619 employees,D0900.04,1110
2868,Equity finance received: none received,total,0,2049 employees,D0900.04,123
2869,Equity finance received: none received,total,0,5099 employees,D0900.04,45
2870,Equity finance received: none received,total,0,100+ employees,D0900.04,30
2871,Equity finance received: none received,"Agriculture, forestry, & fishing",1,total,D0900.04,54
2872,Equity finance received: none received,Agriculture,2,total,D0900.04,24
2873,Equity finance received: none received,Commercial fishing,2,total,D0900.04,0
2874,Equity finance received: none received,Forestry & logging,2,total,D0900.04,3
2875,Equity finance received: none received,"Agriculture, forestry, & fishing support services",2,total,D0900.04,27
2876,Equity finance received: none received,Mining,1,total,D0900.04,3
2877,Equity finance received: none received,Manufacturing,1,total,D0900.04,144
2878,Equity finance received: none received,"Food, beverage, & tobacco",2,total,D0900.04,48
2879,Equity finance received: none received,"Textile, clothing, footwear, & leather",2,total,D0900.04,3
2880,Equity finance received: none received,Wood & paper product,2,total,D0900.04,12
2881,Equity finance received: none received,"Printing, publishing, & recorded media",2,total,D0900.04,3
2882,Equity finance received: none received,"Petroleum, coal, chemical, & associated product",2,total,D0900.04,3
2883,Equity finance received: none received,Non-metallic mineral product,2,total,D0900.04,3
2884,Equity finance received: none received,Metal product,2,total,D0900.04,36
2885,Equity finance received: none received,Transport and industrial machinery & equipment,2,total,D0900.04,27
2886,Equity finance received: none received,Other machinery & equipment,2,total,D0900.04,6
2887,Equity finance received: none received,Other manufacturing,2,total,D0900.04,3
2888,Equity finance received: none received,"Electricity, gas, water, & waste services",1,total,D0900.04,9
2889,Equity finance received: none received,Construction,1,total,D0900.04,177
2890,Equity finance received: none received,Wholesale trade,1,total,D0900.04,12
2891,Equity finance received: none received,Machinery & equipment wholesaling,2,total,D0900.04,12
2892,Equity finance received: none received,Other wholesale trade,2,total,D0900.04,0
2893,Equity finance received: none received,Retail trade,1,total,D0900.04,60
2894,Equity finance received: none received,Accommodation & food services,1,total,D0900.04,450
2895,Equity finance received: none received,"Transport, postal, & warehousing",1,total,D0900.04,63
2896,Equity finance received: none received,Information media & telecommunications,1,total,D0900.04,12
2897,Equity finance received: none received,Publishing,2,total,D0900.04,3
2898,Equity finance received: none received,Motion picture,2,total,D0900.04,0
2899,Equity finance received: none received,Telecommunications,2,total,D0900.04,6
2900,Equity finance received: none received,Financial & insurance services,1,total,D0900.04,15
2901,Equity finance received: none received,Finance,2,total,D0900.04,0
2902,Equity finance received: none received,Insurance,2,total,D0900.04,3
2903,Equity finance received: none received,Auxiliary,2,total,D0900.04,12
2904,Equity finance received: none received,"Rental, hiring, & real estate services",1,total,D0900.04,27
2905,Equity finance received: none received,"Professional, scientific, & technical services",1,total,D0900.04,36
2906,Equity finance received: none received,Computer systems design,2,total,D0900.04,12
2907,Equity finance received: none received,Other professional scientific,2,total,D0900.04,27
2908,Equity finance received: none received,Administrative & support services,1,total,D0900.04,54
2909,Equity finance received: none received,Education & training,1,total,D0900.04,18
2910,Equity finance received: none received,Health care & social assistance,1,total,D0900.04,114
2911,Equity finance received: none received,Arts & recreation services,1,total,D0900.04,12
2912,Equity finance received: none received,Other services,1,total,D0900.04,45
2913,Equity finance received: none received,total,0,total,D0900.04,1308
2914,Reasons given for not receiving the full amount: risk too high,total,0,619 employees,D1001,513
2915,Reasons given for not receiving the full amount: risk too high,total,0,2049 employees,D1001,42
2916,Reasons given for not receiving the full amount: risk too high,total,0,5099 employees,D1001,15
2917,Reasons given for not receiving the full amount: risk too high,total,0,100+ employees,D1001,12
2918,Reasons given for not receiving the full amount: risk too high,"Agriculture, forestry, & fishing",1,total,D1001,3
2919,Reasons given for not receiving the full amount: risk too high,Agriculture,2,total,D1001,0
2920,Reasons given for not receiving the full amount: risk too high,Commercial fishing,2,total,D1001,0
2921,Reasons given for not receiving the full amount: risk too high,Forestry & logging,2,total,D1001,0
2922,Reasons given for not receiving the full amount: risk too high,"Agriculture, forestry, & fishing support services",2,total,D1001,3
2923,Reasons given for not receiving the full amount: risk too high,Mining,1,total,D1001,0
2924,Reasons given for not receiving the full amount: risk too high,Manufacturing,1,total,D1001,63
2925,Reasons given for not receiving the full amount: risk too high,"Food, beverage, & tobacco",2,total,D1001,36
2926,Reasons given for not receiving the full amount: risk too high,"Textile, clothing, footwear, & leather",2,total,D1001,6
2927,Reasons given for not receiving the full amount: risk too high,Wood & paper product,2,total,D1001,15
2928,Reasons given for not receiving the full amount: risk too high,"Printing, publishing, & recorded media",2,total,D1001,6
2929,Reasons given for not receiving the full amount: risk too high,"Petroleum, coal, chemical, & associated product",2,total,D1001,0
2930,Reasons given for not receiving the full amount: risk too high,Non-metallic mineral product,2,total,D1001,0
2931,Reasons given for not receiving the full amount: risk too high,Metal product,2,total,D1001,0
2932,Reasons given for not receiving the full amount: risk too high,Transport and industrial machinery & equipment,2,total,D1001,0
2933,Reasons given for not receiving the full amount: risk too high,Other machinery & equipment,2,total,D1001,0
2934,Reasons given for not receiving the full amount: risk too high,Other manufacturing,2,total,D1001,0
2935,Reasons given for not receiving the full amount: risk too high,"Electricity, gas, water, & waste services",1,total,D1001,0
2936,Reasons given for not receiving the full amount: risk too high,Construction,1,total,D1001,84
2937,Reasons given for not receiving the full amount: risk too high,Wholesale trade,1,total,D1001,21
2938,Reasons given for not receiving the full amount: risk too high,Machinery & equipment wholesaling,2,total,D1001,0
2939,Reasons given for not receiving the full amount: risk too high,Other wholesale trade,2,total,D1001,21
2940,Reasons given for not receiving the full amount: risk too high,Retail trade,1,total,D1001,48
2941,Reasons given for not receiving the full amount: risk too high,Accommodation & food services,1,total,D1001,210
2942,Reasons given for not receiving the full amount: risk too high,"Transport, postal, & warehousing",1,total,D1001,51
2943,Reasons given for not receiving the full amount: risk too high,Information media & telecommunications,1,total,D1001,3
2944,Reasons given for not receiving the full amount: risk too high,Publishing,2,total,D1001,0
2945,Reasons given for not receiving the full amount: risk too high,Motion picture,2,total,D1001,0
2946,Reasons given for not receiving the full amount: risk too high,Telecommunications,2,total,D1001,0
2947,Reasons given for not receiving the full amount: risk too high,Financial & insurance services,1,total,D1001,6
2948,Reasons given for not receiving the full amount: risk too high,Finance,2,total,D1001,0
2949,Reasons given for not receiving the full amount: risk too high,Insurance,2,total,D1001,0
2950,Reasons given for not receiving the full amount: risk too high,Auxiliary,2,total,D1001,6
2951,Reasons given for not receiving the full amount: risk too high,"Rental, hiring, & real estate services",1,total,D1001,0
2952,Reasons given for not receiving the full amount: risk too high,"Professional, scientific, & technical services",1,total,D1001,36
2953,Reasons given for not receiving the full amount: risk too high,Computer systems design,2,total,D1001,12
2954,Reasons given for not receiving the full amount: risk too high,Other professional scientific,2,total,D1001,27
2955,Reasons given for not receiving the full amount: risk too high,Administrative & support services,1,total,D1001,21
2956,Reasons given for not receiving the full amount: risk too high,Education & training,1,total,D1001,6
2957,Reasons given for not receiving the full amount: risk too high,Health care & social assistance,1,total,D1001,12
2958,Reasons given for not receiving the full amount: risk too high,Arts & recreation services,1,total,D1001,0
2959,Reasons given for not receiving the full amount: risk too high,Other services,1,total,D1001,15
2960,Reasons given for not receiving the full amount: risk too high,total,0,total,D1001,582
2961,Reasons given for not receiving the full amount: could not agree a valuation or terms,total,0,619 employees,D1002,120
2962,Reasons given for not receiving the full amount: could not agree a valuation or terms,total,0,2049 employees,D1002,42
2963,Reasons given for not receiving the full amount: could not agree a valuation or terms,total,0,5099 employees,D1002,3
2964,Reasons given for not receiving the full amount: could not agree a valuation or terms,total,0,100+ employees,D1002,3
2965,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Agriculture, forestry, & fishing",1,total,D1002,0
2966,Reasons given for not receiving the full amount: could not agree a valuation or terms,Agriculture,2,total,D1002,0
2967,Reasons given for not receiving the full amount: could not agree a valuation or terms,Commercial fishing,2,total,D1002,0
2968,Reasons given for not receiving the full amount: could not agree a valuation or terms,Forestry & logging,2,total,D1002,0
2969,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Agriculture, forestry, & fishing support services",2,total,D1002,0
2970,Reasons given for not receiving the full amount: could not agree a valuation or terms,Mining,1,total,D1002,0
2971,Reasons given for not receiving the full amount: could not agree a valuation or terms,Manufacturing,1,total,D1002,12
2972,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Food, beverage, & tobacco",2,total,D1002,0
2973,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Textile, clothing, footwear, & leather",2,total,D1002,3
2974,Reasons given for not receiving the full amount: could not agree a valuation or terms,Wood & paper product,2,total,D1002,6
2975,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Printing, publishing, & recorded media",2,total,D1002,0
2976,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Petroleum, coal, chemical, & associated product",2,total,D1002,0
2977,Reasons given for not receiving the full amount: could not agree a valuation or terms,Non-metallic mineral product,2,total,D1002,0
2978,Reasons given for not receiving the full amount: could not agree a valuation or terms,Metal product,2,total,D1002,0
2979,Reasons given for not receiving the full amount: could not agree a valuation or terms,Transport and industrial machinery & equipment,2,total,D1002,0
2980,Reasons given for not receiving the full amount: could not agree a valuation or terms,Other machinery & equipment,2,total,D1002,3
2981,Reasons given for not receiving the full amount: could not agree a valuation or terms,Other manufacturing,2,total,D1002,0
2982,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Electricity, gas, water, & waste services",1,total,D1002,0
2983,Reasons given for not receiving the full amount: could not agree a valuation or terms,Construction,1,total,D1002,0
2984,Reasons given for not receiving the full amount: could not agree a valuation or terms,Wholesale trade,1,total,D1002,30
2985,Reasons given for not receiving the full amount: could not agree a valuation or terms,Machinery & equipment wholesaling,2,total,D1002,9
2986,Reasons given for not receiving the full amount: could not agree a valuation or terms,Other wholesale trade,2,total,D1002,21
2987,Reasons given for not receiving the full amount: could not agree a valuation or terms,Retail trade,1,total,D1002,0
2988,Reasons given for not receiving the full amount: could not agree a valuation or terms,Accommodation & food services,1,total,D1002,0
2989,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Transport, postal, & warehousing",1,total,D1002,42
2990,Reasons given for not receiving the full amount: could not agree a valuation or terms,Information media & telecommunications,1,total,D1002,0
2991,Reasons given for not receiving the full amount: could not agree a valuation or terms,Publishing,2,total,D1002,0
2992,Reasons given for not receiving the full amount: could not agree a valuation or terms,Motion picture,2,total,D1002,0
2993,Reasons given for not receiving the full amount: could not agree a valuation or terms,Telecommunications,2,total,D1002,0
2994,Reasons given for not receiving the full amount: could not agree a valuation or terms,Financial & insurance services,1,total,D1002,3
2995,Reasons given for not receiving the full amount: could not agree a valuation or terms,Finance,2,total,D1002,0
2996,Reasons given for not receiving the full amount: could not agree a valuation or terms,Insurance,2,total,D1002,0
2997,Reasons given for not receiving the full amount: could not agree a valuation or terms,Auxiliary,2,total,D1002,3
2998,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Rental, hiring, & real estate services",1,total,D1002,0
2999,Reasons given for not receiving the full amount: could not agree a valuation or terms,"Professional, scientific, & technical services",1,total,D1002,42
3000,Reasons given for not receiving the full amount: could not agree a valuation or terms,Computer systems design,2,total,D1002,18
3001,Reasons given for not receiving the full amount: could not agree a valuation or terms,Other professional scientific,2,total,D1002,24
3002,Reasons given for not receiving the full amount: could not agree a valuation or terms,Administrative & support services,1,total,D1002,9
3003,Reasons given for not receiving the full amount: could not agree a valuation or terms,Education & training,1,total,D1002,21
3004,Reasons given for not receiving the full amount: could not agree a valuation or terms,Health care & social assistance,1,total,D1002,0
3005,Reasons given for not receiving the full amount: could not agree a valuation or terms,Arts & recreation services,1,total,D1002,6
3006,Reasons given for not receiving the full amount: could not agree a valuation or terms,Other services,1,total,D1002,0
3007,Reasons given for not receiving the full amount: could not agree a valuation or terms,total,0,total,D1002,171
3008,Reasons given for not receiving the full amount: insufficient income or cashflow,total,0,619 employees,D1003,459
3009,Reasons given for not receiving the full amount: insufficient income or cashflow,total,0,2049 employees,D1003,69
3010,Reasons given for not receiving the full amount: insufficient income or cashflow,total,0,5099 employees,D1003,18
3011,Reasons given for not receiving the full amount: insufficient income or cashflow,total,0,100+ employees,D1003,12
3012,Reasons given for not receiving the full amount: insufficient income or cashflow,"Agriculture, forestry, & fishing",1,total,D1003,15
3013,Reasons given for not receiving the full amount: insufficient income or cashflow,Agriculture,2,total,D1003,0
3014,Reasons given for not receiving the full amount: insufficient income or cashflow,Commercial fishing,2,total,D1003,0
3015,Reasons given for not receiving the full amount: insufficient income or cashflow,Forestry & logging,2,total,D1003,3
3016,Reasons given for not receiving the full amount: insufficient income or cashflow,"Agriculture, forestry, & fishing support services",2,total,D1003,12
3017,Reasons given for not receiving the full amount: insufficient income or cashflow,Mining,1,total,D1003,3
3018,Reasons given for not receiving the full amount: insufficient income or cashflow,Manufacturing,1,total,D1003,78
3019,Reasons given for not receiving the full amount: insufficient income or cashflow,"Food, beverage, & tobacco",2,total,D1003,30
3020,Reasons given for not receiving the full amount: insufficient income or cashflow,"Textile, clothing, footwear, & leather",2,total,D1003,3
3021,Reasons given for not receiving the full amount: insufficient income or cashflow,Wood & paper product,2,total,D1003,9
3022,Reasons given for not receiving the full amount: insufficient income or cashflow,"Printing, publishing, & recorded media",2,total,D1003,0
3023,Reasons given for not receiving the full amount: insufficient income or cashflow,"Petroleum, coal, chemical, & associated product",2,total,D1003,0
3024,Reasons given for not receiving the full amount: insufficient income or cashflow,Non-metallic mineral product,2,total,D1003,0
3025,Reasons given for not receiving the full amount: insufficient income or cashflow,Metal product,2,total,D1003,24
3026,Reasons given for not receiving the full amount: insufficient income or cashflow,Transport and industrial machinery & equipment,2,total,D1003,6
3027,Reasons given for not receiving the full amount: insufficient income or cashflow,Other machinery & equipment,2,total,D1003,3
3028,Reasons given for not receiving the full amount: insufficient income or cashflow,Other manufacturing,2,total,D1003,0
3029,Reasons given for not receiving the full amount: insufficient income or cashflow,"Electricity, gas, water, & waste services",1,total,D1003,3
3030,Reasons given for not receiving the full amount: insufficient income or cashflow,Construction,1,total,D1003,81
3031,Reasons given for not receiving the full amount: insufficient income or cashflow,Wholesale trade,1,total,D1003,12
3032,Reasons given for not receiving the full amount: insufficient income or cashflow,Machinery & equipment wholesaling,2,total,D1003,0
3033,Reasons given for not receiving the full amount: insufficient income or cashflow,Other wholesale trade,2,total,D1003,12
3034,Reasons given for not receiving the full amount: insufficient income or cashflow,Retail trade,1,total,D1003,48
3035,Reasons given for not receiving the full amount: insufficient income or cashflow,Accommodation & food services,1,total,D1003,150
3036,Reasons given for not receiving the full amount: insufficient income or cashflow,"Transport, postal, & warehousing",1,total,D1003,51
3037,Reasons given for not receiving the full amount: insufficient income or cashflow,Information media & telecommunications,1,total,D1003,6
3038,Reasons given for not receiving the full amount: insufficient income or cashflow,Publishing,2,total,D1003,0
3039,Reasons given for not receiving the full amount: insufficient income or cashflow,Motion picture,2,total,D1003,3
3040,Reasons given for not receiving the full amount: insufficient income or cashflow,Telecommunications,2,total,D1003,3
3041,Reasons given for not receiving the full amount: insufficient income or cashflow,Financial & insurance services,1,total,D1003,0
3042,Reasons given for not receiving the full amount: insufficient income or cashflow,Finance,2,total,D1003,0
3043,Reasons given for not receiving the full amount: insufficient income or cashflow,Insurance,2,total,D1003,0
3044,Reasons given for not receiving the full amount: insufficient income or cashflow,Auxiliary,2,total,D1003,0
3045,Reasons given for not receiving the full amount: insufficient income or cashflow,"Rental, hiring, & real estate services",1,total,D1003,0
3046,Reasons given for not receiving the full amount: insufficient income or cashflow,"Professional, scientific, & technical services",1,total,D1003,33
3047,Reasons given for not receiving the full amount: insufficient income or cashflow,Computer systems design,2,total,D1003,9
3048,Reasons given for not receiving the full amount: insufficient income or cashflow,Other professional scientific,2,total,D1003,27
3049,Reasons given for not receiving the full amount: insufficient income or cashflow,Administrative & support services,1,total,D1003,21
3050,Reasons given for not receiving the full amount: insufficient income or cashflow,Education & training,1,total,D1003,6
3051,Reasons given for not receiving the full amount: insufficient income or cashflow,Health care & social assistance,1,total,D1003,27
3052,Reasons given for not receiving the full amount: insufficient income or cashflow,Arts & recreation services,1,total,D1003,6
3053,Reasons given for not receiving the full amount: insufficient income or cashflow,Other services,1,total,D1003,15
3054,Reasons given for not receiving the full amount: insufficient income or cashflow,total,0,total,D1003,558
3055,Reasons given for not receiving the full amount: insufficient business or management experience,total,0,619 employees,D1004,15
3056,Reasons given for not receiving the full amount: insufficient business or management experience,total,0,2049 employees,D1004,0
3057,Reasons given for not receiving the full amount: insufficient business or management experience,total,0,5099 employees,D1004,3
3058,Reasons given for not receiving the full amount: insufficient business or management experience,total,0,100+ employees,D1004,0
3059,Reasons given for not receiving the full amount: insufficient business or management experience,"Agriculture, forestry, & fishing",1,total,D1004,0
3060,Reasons given for not receiving the full amount: insufficient business or management experience,Agriculture,2,total,D1004,0
3061,Reasons given for not receiving the full amount: insufficient business or management experience,Commercial fishing,2,total,D1004,0
3062,Reasons given for not receiving the full amount: insufficient business or management experience,Forestry & logging,2,total,D1004,0
3063,Reasons given for not receiving the full amount: insufficient business or management experience,"Agriculture, forestry, & fishing support services",2,total,D1004,0
3064,Reasons given for not receiving the full amount: insufficient business or management experience,Mining,1,total,D1004,0
3065,Reasons given for not receiving the full amount: insufficient business or management experience,Manufacturing,1,total,D1004,0
3066,Reasons given for not receiving the full amount: insufficient business or management experience,"Food, beverage, & tobacco",2,total,D1004,0
3067,Reasons given for not receiving the full amount: insufficient business or management experience,"Textile, clothing, footwear, & leather",2,total,D1004,0
3068,Reasons given for not receiving the full amount: insufficient business or management experience,Wood & paper product,2,total,D1004,0
3069,Reasons given for not receiving the full amount: insufficient business or management experience,"Printing, publishing, & recorded media",2,total,D1004,0
3070,Reasons given for not receiving the full amount: insufficient business or management experience,"Petroleum, coal, chemical, & associated product",2,total,D1004,0
3071,Reasons given for not receiving the full amount: insufficient business or management experience,Non-metallic mineral product,2,total,D1004,0
3072,Reasons given for not receiving the full amount: insufficient business or management experience,Metal product,2,total,D1004,0
3073,Reasons given for not receiving the full amount: insufficient business or management experience,Transport and industrial machinery & equipment,2,total,D1004,0
3074,Reasons given for not receiving the full amount: insufficient business or management experience,Other machinery & equipment,2,total,D1004,0
3075,Reasons given for not receiving the full amount: insufficient business or management experience,Other manufacturing,2,total,D1004,0
3076,Reasons given for not receiving the full amount: insufficient business or management experience,"Electricity, gas, water, & waste services",1,total,D1004,0
3077,Reasons given for not receiving the full amount: insufficient business or management experience,Construction,1,total,D1004,0
3078,Reasons given for not receiving the full amount: insufficient business or management experience,Wholesale trade,1,total,D1004,0
3079,Reasons given for not receiving the full amount: insufficient business or management experience,Machinery & equipment wholesaling,2,total,D1004,0
3080,Reasons given for not receiving the full amount: insufficient business or management experience,Other wholesale trade,2,total,D1004,0
3081,Reasons given for not receiving the full amount: insufficient business or management experience,Retail trade,1,total,D1004,0
3082,Reasons given for not receiving the full amount: insufficient business or management experience,Accommodation & food services,1,total,D1004,0
3083,Reasons given for not receiving the full amount: insufficient business or management experience,"Transport, postal, & warehousing",1,total,D1004,0
3084,Reasons given for not receiving the full amount: insufficient business or management experience,Information media & telecommunications,1,total,D1004,0
3085,Reasons given for not receiving the full amount: insufficient business or management experience,Publishing,2,total,D1004,0
3086,Reasons given for not receiving the full amount: insufficient business or management experience,Motion picture,2,total,D1004,0
3087,Reasons given for not receiving the full amount: insufficient business or management experience,Telecommunications,2,total,D1004,0
3088,Reasons given for not receiving the full amount: insufficient business or management experience,Financial & insurance services,1,total,D1004,0
3089,Reasons given for not receiving the full amount: insufficient business or management experience,Finance,2,total,D1004,0
3090,Reasons given for not receiving the full amount: insufficient business or management experience,Insurance,2,total,D1004,0
3091,Reasons given for not receiving the full amount: insufficient business or management experience,Auxiliary,2,total,D1004,0
3092,Reasons given for not receiving the full amount: insufficient business or management experience,"Rental, hiring, & real estate services",1,total,D1004,12
3093,Reasons given for not receiving the full amount: insufficient business or management experience,"Professional, scientific, & technical services",1,total,D1004,0
3094,Reasons given for not receiving the full amount: insufficient business or management experience,Computer systems design,2,total,D1004,0
3095,Reasons given for not receiving the full amount: insufficient business or management experience,Other professional scientific,2,total,D1004,3
3096,Reasons given for not receiving the full amount: insufficient business or management experience,Administrative & support services,1,total,D1004,0
3097,Reasons given for not receiving the full amount: insufficient business or management experience,Education & training,1,total,D1004,0
3098,Reasons given for not receiving the full amount: insufficient business or management experience,Health care & social assistance,1,total,D1004,0
3099,Reasons given for not receiving the full amount: insufficient business or management experience,Arts & recreation services,1,total,D1004,0
3100,Reasons given for not receiving the full amount: insufficient business or management experience,Other services,1,total,D1004,0
3101,Reasons given for not receiving the full amount: insufficient business or management experience,total,0,total,D1004,15
3102,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",total,0,619 employees,D1005,117
3103,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",total,0,2049 employees,D1005,3
3104,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",total,0,5099 employees,D1005,3
3105,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",total,0,100+ employees,D1005,3
3106,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Agriculture, forestry, & fishing",1,total,D1005,6
3107,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Agriculture,2,total,D1005,0
3108,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Commercial fishing,2,total,D1005,0
3109,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Forestry & logging,2,total,D1005,0
3110,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Agriculture, forestry, & fishing support services",2,total,D1005,9
3111,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Mining,1,total,D1005,0
3112,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Manufacturing,1,total,D1005,3
3113,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Food, beverage, & tobacco",2,total,D1005,0
3114,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Textile, clothing, footwear, & leather",2,total,D1005,0
3115,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Wood & paper product,2,total,D1005,0
3116,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Printing, publishing, & recorded media",2,total,D1005,0
3117,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Petroleum, coal, chemical, & associated product",2,total,D1005,3
3118,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Non-metallic mineral product,2,total,D1005,0
3119,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Metal product,2,total,D1005,0
3120,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Transport and industrial machinery & equipment,2,total,D1005,0
3121,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Other machinery & equipment,2,total,D1005,0
3122,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Other manufacturing,2,total,D1005,0
3123,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable","Electricity, gas, water, & waste services",1,total,D1005,0
3124,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Construction,1,total,D1005,39
3125,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Wholesale trade,1,total,D1005,0
